musaID,toPredict,distance_to_city_hall,distance_to_nearest_metro,distance_to_nearest_hospital,distance_to_nearest_school,distance_to_nearest_park,distance_to_nearest_water,NAMELSAD,Percent_Bachelor.s.degree.or.higher,Estimate_Mean.family.income..dollars.,Percent_Management..business..science..and.arts.occupations,Percent_Different.state,Percent_With.private.health.insurance,Percent_White.alone,LPSS_PER1000,HPSS_PER1000
4345,MODELLING,4714.541024,1583.797389,1931.147688,445.6116061,563.3440881,5031.68417,Census Tract 19,84.9,195376,77.4,35.8,83.8,56.6,53.36179296,25.61366062
4346,MODELLING,10111.65875,4038.214141,3723.709723,384.3350025,1339.859953,5432.922561,Census Tract 37.01,30.8,72864,39.6,12.7,61.3,23.4,65.07304117,2.32403718
4347,MODELLING,16455.92543,3981.611275,6849.16419,1000.633649,399.6888192,3692.657908,Census Tract 104,12.8,32701,26.3,26.4,41,3,31.39717425,5.10204082
4348,MODELLING,46912.61898,12886.93319,9304.067915,536.0827858,1085.50407,3392.411526,Census Tract 330,21.4,78458,28.8,8.5,47.7,31.6,50.76142132,6.76818951
4349,MODELLING,36596.62912,5358.081613,12018.27142,1495.980703,399.3570887,2826.405003,Census Tract 321,23.5,56566,32.1,12,43.1,37.4,8.58829844,0
4350,MODELLING,16751.0946,996.3080555,6950.124409,1792.6476,1591.0417,6754.385531,Census Tract 93,20.1,57156,32.7,14.3,40.5,4.5,38.15028902,4.33526012
4351,MODELLING,20309.29571,3047.266765,10287.18663,900.05784,1329.065364,3798.10546,Census Tract 81.02,14.5,67386,21.1,14.9,42.7,16.8,37.61755486,2.6123302
4352,MODELLING,22646.95945,5674.687102,10722.08549,1052.72006,1205.027783,2982.547717,Census Tract 379,39.7,106486,45,16.7,65.9,90.8,31.52364273,5.25394046
4353,MODELLING,18450.75489,4467.630908,6642.765437,263.0619182,311.9175659,2591.609011,Census Tract 180.01,35,86397,34.9,14.8,65.5,78.7,18.51851852,1.8115942
4354,MODELLING,35439.47886,22579.60514,2873.354419,2131.280701,566.2065123,2581.151003,Census Tract 215,69.8,145885,64.4,34.8,80.9,70.2,11.1662531,4.03225806
4355,MODELLING,32392.25919,701.9579639,1526.004307,1269.88274,454.7804061,5885.575815,Census Tract 278,12.1,53280,21.5,10.5,43.4,1.7,25.98566308,2.68817204
4356,MODELLING,28183.54893,2172.54323,4138.623882,840.2036791,758.3387845,8792.860866,Census Tract 280,9.3,90127,48.7,15.3,47.2,1.1,23.95209581,2.13857998
4357,MODELLING,20252.20972,1341.808933,1209.969388,339.3015833,1617.241078,6059.858797,Census Tract 201.01,13.3,46727,14.3,9,46.3,1.3,34.74114441,1.19209809
4358,MODELLING,16876.10474,3092.694551,4289.697837,1269.955118,1166.488997,6003.317293,Census Tract 173,14.7,49741,20.6,7.5,29.6,7.9,52.31866825,3.26991677
4359,MODELLING,16444.19269,2886.895115,4534.166315,1324.484548,883.7169977,5897.591747,Census Tract 173,14.7,49741,20.6,7.5,29.6,7.9,52.31866825,3.26991677
4360,MODELLING,16190.64422,2581.712931,4517.217232,1620.832185,670.5042047,5628.873155,Census Tract 173,14.7,49741,20.6,7.5,29.6,7.9,54.55635492,3.14748201
4361,MODELLING,41200.43657,9043.535924,10295.89839,1895.916151,1481.463511,3077.305554,Census Tract 266,15.4,61448,19,8.6,53.5,0.8,16.24365482,0.50761421
4362,MODELLING,19310.65345,2702.96703,3414.912904,1098.944832,561.6627181,4259.788699,Census Tract 176.02,4.6,41343,21.6,10.5,9.3,4.4,47.58757436,2.4785195
4363,MODELLING,15353.07471,4540.304199,6075.874788,639.4118695,942.1215266,3067.513229,Census Tract 105,20.8,60547,27.7,13.7,45.8,5,12.45169601,1.5027909
4364,MODELLING,4380.339657,3095.624562,1124.793047,950.0532363,209.0137548,3565.230838,Census Tract 11.02,91.8,427084,73,49.5,89.7,74.8,76.24309392,35.35911602
4365,MODELLING,66968.91219,32742.49898,14406.75591,3759.108088,1260.869343,140.5774541,Census Tract 357.01,37.7,93503,22.2,5.8,44.7,48.1,6.98995194,0.54609
4366,MODELLING,16588.75895,1295.342656,2863.270111,563.3468099,516.4035025,2656.526004,Census Tract 174,7.7,41910,17.7,11.3,30,0.3,45.73438874,2.63852243
4367,MODELLING,23140.06832,13007.21386,8634.202593,811.9170337,355.2988268,1664.671792,Census Tract 64,15.4,56280,30.9,3.8,39.3,5.3,22.45345016,1.09529025
4368,MODELLING,3998.014471,1055.834498,2364.280967,931.9693945,970.7415572,4166.811259,Census Tract 133,75.1,193487,66.1,30.5,88.3,50.9,18.22079314,2.27759914
4369,MODELLING,14036.27859,2929.706833,3759.269762,1682.519915,1512.850092,2444.546871,Census Tract 160.01,53.4,123919,64.3,21.4,77.1,88,28.39116719,8.67507886
4370,MODELLING,37574.15025,9272.88072,1305.213953,1533.80117,1087.683048,3449.319047,Census Tract 305.01,10.1,55643,19.1,10.3,34.9,7.2,8.04424334,1.13122172
4371,MODELLING,26409.14221,4356.239238,5030.076844,648.0505851,876.5938307,1247.278464,Census Tract 115,28.2,105766,34.8,8.5,74.6,6.9,22.36842105,1.64473684
4372,MODELLING,26483.79596,2234.942506,5900.613747,372.612841,1511.765401,2429.39265,Census Tract 191,22.9,99711,28.5,13.5,39.3,12.1,15.71594878,2.47380675
4373,MODELLING,19730.97119,6857.374916,9478.421509,538.5074136,1275.285496,1552.107023,Census Tract 72,19.3,58891,35.2,17.1,50,1.7,25.88996764,1.88781014
4374,MODELLING,19455.53617,7183.857311,9236.200148,310.955859,1246.343432,1414.307976,Census Tract 71.02,11.3,63447,20.2,13.3,49.2,3,19.18265221,2.08507089
4375,MODELLING,17434.45632,6549.554491,7226.461275,625.2245298,1515.088455,3301.196201,Census Tract 71.02,11.3,63447,20.2,13.3,49.2,3,34.65851172,3.31294597
4376,MODELLING,16728.41367,7625.435764,6811.843581,1070.921665,1357.288662,3725.430176,Census Tract 70,11.1,52108,8.6,18.1,56.3,1.1,33.95784543,3.22014052
4377,MODELLING,70902.40019,37387.89525,13563.60512,4100.106051,3280.901073,922.6515482,Census Tract 358,37.9,86877,36.8,2.7,68.9,66.1,3.48634515,1.16211505
4378,MODELLING,9346.483426,1018.198823,550.0854759,1626.640776,641.9522668,7359.630984,Census Tract 29,66,162007,59.8,31.8,84.1,70.1,60.0500417,7.50625521
4379,MODELLING,27783.08412,16037.10345,2880.878818,483.1815139,525.9187346,1433.278616,Census Tract 211,54.5,141585,60.1,28.6,90.3,70.6,6.07638889,0.21701389
4380,MODELLING,47667.68144,27478.06396,9396.290163,2608.600995,837.8035397,1013.999543,Census Tract 220,47.6,190002,42.4,22.7,80.2,74.8,2.46457178,1.23228589
4381,MODELLING,28046.77853,17690.35628,3528.483797,2070.405175,742.0312146,562.5157789,Census Tract 209,68.9,157437,61.6,49,78.9,72.2,8.64553314,0.36023055
4382,MODELLING,33155.52456,20899.34543,3603.559962,2159.023155,540.5179395,2255.462659,Census Tract 214,72.1,169743,64.6,42.7,88.2,84.8,8.52618758,2.43605359
4383,MODELLING,36919.04123,23025.99321,1867.629107,1938.37513,92.63226124,2599.750246,Census Tract 215,69.8,145885,64.4,34.8,80.9,70.2,11.1662531,4.03225806
4384,MODELLING,33752.54961,20024.4656,3219.515149,757.0126967,622.0781078,2516.867591,Census Tract 213,53.4,139888,61.3,29.4,77.6,81.1,14.41441441,2.7027027
4385,MODELLING,10449.27325,734.0547987,4424.430509,1435.727532,1051.349974,1999.023157,Census Tract 158,67.9,151926,71.9,34.6,82.8,77,20.35928144,3.29341317
4386,MODELLING,12236.04934,2663.787991,4546.818127,1105.438591,321.2146543,1288.109665,Census Tract 143,75,178046,77.3,38.9,86,82.1,25.29960053,4.32756325
4387,MODELLING,36664.5435,4641.57299,5614.659069,1838.444956,397.9050651,5220.821906,Census Tract 267,13.3,65363,27.2,20.2,47.1,0,23.44381568,1.21261116
4388,MODELLING,15109.48003,3850.498624,6369.597042,766.5527887,89.51194836,6569.322366,Census Tract 168,7.2,26392,25.1,19.5,31.6,14,82.9787234,6.91489362
4389,MODELLING,27998.90246,6244.106054,7625.760741,1388.80704,228.8606799,4627.563287,Census Tract 242,30.6,120481,42.6,23.7,48.4,17,52.36486486,5.91216216
4390,MODELLING,29303.27725,5172.849134,6184.431302,564.6417768,894.6731079,6132.866055,Census Tract 245,16.3,46146,36.3,10.1,28.5,4.4,30.12912482,2.5107604
4391,MODELLING,38189.81261,6940.632145,7789.111886,933.4575558,1660.838607,5971.070023,Census Tract 265,11.3,67342,29.4,8.6,52,2.5,34.16557162,0.65703022
4392,MODELLING,58680.61152,25122.22162,10870.0007,2653.137639,348.0728349,487.682279,Census Tract 344,37.6,137770,47.9,8.6,75.1,70.6,6.79758308,0.75528701
4393,MODELLING,33696.88546,3712.382668,9906.4137,1949.603909,353.6167169,2757.46463,Census Tract 299,9.4,39588,18.3,14.3,30.5,8.2,23.37662338,0
4394,MODELLING,33667.85437,1335.841761,3585.210053,963.4197317,82.09473046,2456.027554,Census Tract 275,19.7,81667,29.4,13.1,48.9,3.4,20.92675635,0.74738416
4395,MODELLING,53764.07639,19804.5742,10237.43034,1721.57579,1437.946666,2298.654013,Census Tract 349,20.7,82663,31,12,58.4,37.3,2.75229358,0
4396,MODELLING,13037.99436,3064.505048,4394.951143,878.1911576,675.5249351,5894.303729,Census Tract 41.04,24.2,81016,27.8,5.9,42.6,35.4,19.0070922,1.34751773
4397,MODELLING,59218.47968,24558.57019,7552.484925,2051.397363,760.0006553,734.8311001,Census Tract 348.03,22.5,102439,35.3,10,66,83.3,11.3960114,1.89933523
4398,MODELLING,44031.86261,10892.95014,6345.80596,1373.406494,615.4274984,4900.182596,Census Tract 310,15.5,56784,24.8,4,41.7,28.9,21.65725047,1.88323917
4399,MODELLING,14698.37811,8347.75909,8275.979302,1522.351454,375.0255438,1900.657027,Census Tract 151.01,27.8,95673,22.1,7.2,25.8,5.9,16.89460981,1.00563154
4400,MODELLING,27711.51028,4728.267271,4498.077964,1390.484128,225.2638703,459.7138203,Census Tract 191,22.9,99711,28.5,13.5,39.3,12.1,9.91325898,1.54894672
4401,MODELLING,16816.1884,5717.157831,5779.925555,1310.245099,1155.605088,4651.104023,Census Tract 172.02,10.3,59394,10.5,14.2,44.6,0.3,48.58757062,4.23728814
4402,MODELLING,9815.6372,6949.71584,6592.857505,1656.457432,654.2917766,1845.333161,Census Tract 137.02,53.7,79947,71,27.3,65.6,36.7,24.82758621,3.79310345
4403,MODELLING,44284.44219,9246.104029,7306.56014,1104.147764,2255.910609,3089.346046,Census Tract 314.02,12.4,69649,20.6,4,44.2,14.8,12.03208556,1.5040107
4404,MODELLING,33793.8032,8892.079373,3028.990141,420.8966288,833.0391886,1153.712307,Census Tract 291,21.3,64570,22.2,19.7,36.3,3.1,10.79812207,3.05164319
4405,MODELLING,21873.97451,4768.828756,9594.624319,1121.631747,438.7004613,3504.193032,Census Tract 379,39.7,106486,45,16.7,65.9,90.8,19.77644024,3.43938091
4406,MODELLING,29908.05678,2002.83545,1811.263942,1261.292018,1231.67224,6490.456327,Census Tract 282,8.1,49942,17.1,23.7,41.4,3.2,33.68683718,2.33936369
4407,MODELLING,12416.6846,6752.237281,6578.867744,3125.204616,1606.640066,3278.624275,Census Tract 36,15.6,57174,33.7,4.3,36.8,17.3,14.0783106,1.75978883
4408,MODELLING,10066.96972,1309.581955,1085.264467,954.0375013,899.8159188,6517.099114,Census Tract 39.01,39.3,116531,45,27.2,70.9,62.8,50.1174628,3.71965544
4409,MODELLING,13105.60576,2342.236867,4074.164162,352.4001983,665.7474425,5230.515175,Census Tract 41.04,24.2,81016,27.8,5.9,42.6,35.4,61.16504854,3.39805825
4410,MODELLING,10988.79812,2581.658771,2937.209262,525.1681126,678.2392939,5921.741446,Census Tract 41.01,36.2,98418,50.8,21.3,51.9,32.2,58.94172806,2.17682518
4411,MODELLING,9894.008141,2099.334763,2206.969475,618.2674847,419.0649746,6013.15017,Census Tract 41.01,36.2,98418,50.8,21.3,51.9,32.2,56.36363636,4.24242424
4412,MODELLING,10997.59024,4985.082934,5169.778351,1737.919392,835.7539234,3415.362323,Census Tract 42.01,32.2,91457,29.6,11.2,69.7,58.8,30.99730458,2.92003594
4413,MODELLING,19883.67353,8287.221712,2481.740879,1400.27524,1585.961324,2449.81996,Census Tract 170,36.9,76777,42.3,15.9,53.4,19.2,14.32291667,2.60416667
4414,MODELLING,18474.57456,5280.174061,4827.872498,867.6392707,733.1610024,4612.030062,Census Tract 171,6.2,55056,24.1,15.2,38.4,2,29.72027972,3.05944056
4415,MODELLING,74446.1317,39255.66505,6746.690907,2221.300157,1028.254705,1553.235625,Census Tract 363.02,23.6,83011,31.8,7.3,66.6,62.8,2.14362272,0
4416,MODELLING,73758.82448,38594.81802,7454.203627,1390.498421,1201.017344,1101.487031,Census Tract 363.02,23.6,83011,31.8,7.3,66.6,62.8,4.23985463,0.60569352
4417,MODELLING,71875.36718,36792.9641,6345.905184,1448.313483,684.689089,841.9343253,Census Tract 362.02,30.4,137859,34.1,9.5,78.5,78.8,3.09278351,1.03092784
4418,MODELLING,46928.13946,13339.9802,10345.14809,1614.376483,252.9995348,2823.519633,Census Tract 330,21.4,78458,28.8,8.5,47.7,31.6,12.32227488,0.9478673
4419,MODELLING,17777.45084,1805.938982,4541.664984,607.4156919,761.8847347,3543.826858,Census Tract 176.01,4.2,29983,7.5,3.7,17.5,5,76.05633803,4.69483568
4420,MODELLING,17753.59132,1782.819661,4515.988659,606.0060736,785.4654273,3540.533457,Census Tract 176.01,4.2,29983,7.5,3.7,17.5,5,76.05633803,4.69483568
4421,MODELLING,17741.34151,1771.176136,4502.863605,605.4916923,797.6382945,3538.701869,Census Tract 176.01,4.2,29983,7.5,3.7,17.5,5,76.05633803,4.69483568
4422,MODELLING,18901.14827,1248.258397,4415.050961,1303.48849,142.5406857,4983.817477,Census Tract 177.02,7.9,30925,10.1,8.9,23.5,9.4,55.84512286,2.60610573
4423,MODELLING,2640.525617,1193.080157,1641.889527,1685.368255,227.326816,5678.439982,Census Tract 11.01,71.1,118128,65.3,50,77.3,59,61.93806194,14.23576424
4424,MODELLING,21410.08508,4244.971598,9324.230023,405.0362249,432.3275832,4762.784942,Census Tract 112,12,54404,22.5,8.1,43.5,0.4,28.61685215,2.38473768
4425,MODELLING,8152.157089,4947.946964,4983.343076,896.7440111,213.7094334,2256.389096,Census Tract 25,58.2,144998,69.6,25.7,69.7,57.4,97.01492537,41.51119403
4426,MODELLING,58916.07265,25035.88092,10798.60395,3603.923889,847.8754538,1015.617866,Census Tract 344,37.6,137770,47.9,8.6,75.1,70.6,6.79758308,0.75528701
4427,MODELLING,53455.56456,19520.9049,10189.22349,1809.942395,1593.593162,2127.091509,Census Tract 349,20.7,82663,31,12,58.4,37.3,2.75229358,0
4428,MODELLING,51965.94198,20729.71533,4211.860494,1047.173745,668.826886,1589.429877,Census Tract 341,36.1,102633,41,14.8,73.5,67.3,4.84652666,0
4429,MODELLING,50556.45262,18588.5052,4095.930639,1198.285567,788.5759542,1537.752113,Census Tract 341,36.1,102633,41,14.8,73.5,67.3,6.99300699,0
4430,MODELLING,36418.19399,5019.562536,11671.7704,1155.382514,118.1771489,3138.684066,Census Tract 321,23.5,56566,32.1,12,43.1,37.4,8.58829844,0
4431,MODELLING,28854.49403,1357.80145,2636.490701,963.5951,1461.874799,7541.957397,Census Tract 283,11.9,35433,22.1,16.6,33,2.3,28.91933029,3.42465753
4432,MODELLING,14822.66685,4222.020995,4554.056083,267.2596074,1305.627785,3367.846573,Census Tract 78,67.3,154354,71.5,41.5,77.7,62.4,28.39506173,6.48148148
4433,MODELLING,10652.77798,7171.17942,5322.020278,1237.756024,213.8841999,2590.121387,Census Tract 33,30.1,73735,50.9,16.1,53.9,32.1,31.87250996,1.32802125
4434,MODELLING,8083.117745,1480.300391,2139.582382,555.0300432,1136.277666,6463.362582,Census Tract 30.02,48.9,104351,53.4,32.7,59.2,34.3,86.48648649,5.40540541
4435,MODELLING,9459.409838,4711.311704,4745.879023,1337.067536,987.2095563,4065.786907,Census Tract 32,35.1,80765,48,30.6,55.9,19.7,106.3829787,1.51975684
4436,MODELLING,43712.95821,8538.627337,8152.396834,1030.295751,495.5442577,3486.573021,Census Tract 315.02,23,63713,19.3,14.1,40.8,39.2,12.18274112,1.64974619
4437,MODELLING,47865.79353,14479.86761,6831.26659,2022.345431,2614.52613,3032.038304,Census Tract 338,19,95267,30.5,7.2,62,60.8,2.28608752,0.32658393
4438,MODELLING,39318.92044,4945.246546,11573.9496,1568.013493,1084.735815,5531.513229,Census Tract 320,15.5,66662,24,13.2,49.8,53.5,13.46001584,0.79176564
4439,MODELLING,32011.73543,3275.361972,4307.490795,1692.993975,2271.659368,3923.819425,Census Tract 274.01,13.4,69106,23.6,21.1,45.9,2,59.82905983,6.83760684
4440,MODELLING,19722.60239,4177.034164,9541.990552,613.6652339,202.5864049,3213.217855,Census Tract 81.01,17.2,56431,28.3,9,45.8,9.2,24.97985496,2.41740532
4441,MODELLING,11736.21413,6486.396126,9348.810078,524.1093173,1177.193695,3207.976684,Census Tract 149,22,53005,33.7,22.6,40.9,4,91.83673469,5.10204082
4442,MODELLING,11750.76327,5084.425809,8194.511115,1239.426134,980.2332894,4791.68153,Census Tract 152,12.5,61748,16.8,4.8,35.3,5.1,32.22918532,1.34288272
4443,MODELLING,61020.01372,26144.05907,5938.639957,2897.410053,235.3162014,807.3715379,Census Tract 348.03,22.5,102439,35.3,10,66,83.3,1.70575693,0.42643923
4444,MODELLING,17164.5371,5888.08421,5443.341198,978.0937235,1005.550566,4544.238613,Census Tract 172.02,10.3,59394,10.5,14.2,44.6,0.3,48.58757062,4.23728814
4445,MODELLING,22247.84429,11469.97866,2462.900913,1586.896025,482.0481377,604.3477973,Census Tract 207.01,80.7,163171,76.6,36.1,86.3,76.4,4.5325779,0.28328612
4446,MODELLING,36618.76474,5435.179569,5987.944097,975.3871057,958.0601814,1990.60605,Census Tract 272,27.3,109838,39.6,18.9,66.5,1.9,5.10855683,1.80928054
4447,MODELLING,38208.60601,3727.384998,10425.83109,2055.800605,173.7144991,5888.293334,Census Tract 319,16.1,77808,21.5,10,42.3,31.6,18.81113619,0.37622272
4448,MODELLING,70612.66658,36036.74437,15314.37959,2203.774393,1875.253915,269.3674177,Census Tract 359,34.1,99447,31.8,11.1,68,63.5,7.22021661,1.53429603
4449,MODELLING,38655.86707,3468.621381,9059.21504,1546.202443,1447.749813,8374.685417,Census Tract 317,11.6,73442,26.3,7.2,49.9,27.7,11.89127973,1.13250283
4450,MODELLING,52529.06979,18493.91357,9498.107334,1854.4862,892.7489408,1146.022911,Census Tract 349,20.7,82663,31,12,58.4,37.3,2.75229358,0
4451,MODELLING,51619.96293,20312.52534,3652.879624,1415.876632,330.2489474,1481.288546,Census Tract 341,36.1,102633,41,14.8,73.5,67.3,8.31600832,0
4452,MODELLING,35101.43101,1449.861332,8067.857248,170.8695541,1552.552267,5613.444091,Census Tract 300,16.8,64874,24.9,9.7,37.3,14.1,40.58441558,0.81168831
4453,MODELLING,9232.703926,2587.08966,2859.369835,339.6064111,904.1632082,5277.021809,Census Tract 28.02,54,128443,57.5,23.4,66.6,60.7,49.18032787,4.40194293
4454,MODELLING,18976.68184,5250.38952,7460.007557,662.3556228,124.0490557,2080.541256,Census Tract 180.02,29.7,79192,31.5,11.1,74.7,72.6,18.13602015,1.51133501
4455,MODELLING,19403.28496,4634.848403,7483.62221,705.5365686,559.7324733,2853.535936,Census Tract 180.02,29.7,79192,31.5,11.1,74.7,72.6,18.13602015,1.51133501
4456,MODELLING,18996.76736,4782.274965,7212.167474,392.2462267,208.7952365,2541.014714,Census Tract 180.02,29.7,79192,31.5,11.1,74.7,72.6,18.13602015,1.51133501
4457,MODELLING,12988.81069,1276.036918,3384.512823,606.1266086,906.4973281,3582.34838,Census Tract 39.02,33.1,105823,48.6,14.4,70.7,88.1,14.70588235,1.953125
4458,MODELLING,73406.66863,38821.06864,13815.08617,1727.973318,189.5372004,1371.72435,Census Tract 359,34.1,99447,31.8,11.1,68,63.5,6.25978091,0.78247261
4459,MODELLING,67797.44165,32783.00587,2943.60471,2102.033972,596.7382639,1108.835813,Census Tract 362.01,26.7,125724,39.2,13.5,71.6,82.8,1.67785235,0.83892617
4460,MODELLING,70262.62813,35535.0327,3505.619057,1616.437545,468.9900949,495.654715,Census Tract 362.03,29.8,149293,41.6,3.4,71.3,85.5,2.34192037,0.39032006
4461,MODELLING,12517.39565,2466.275376,3619.571507,948.2082348,1165.706037,5653.017472,Census Tract 41.04,24.2,81016,27.8,5.9,42.6,35.4,61.16504854,3.39805825
4462,MODELLING,17033.52851,7032.282509,6922.555347,1225.034306,1193.879283,3631.27657,Census Tract 71.01,12.1,46711,31.1,10.7,40.6,6.6,49.01960784,2.04248366
4463,MODELLING,26314.55736,5373.43638,4518.308092,1358.327338,1220.509423,1936.61241,Census Tract 115,28.2,105766,34.8,8.5,74.6,6.9,13.92515231,1.74064404
4464,MODELLING,26334.80539,7199.433674,4135.379811,280.7415511,1934.865535,2691.508657,Census Tract 114,24.5,81441,39.7,15.2,57.3,4.3,34.7826087,2.7173913
4465,MODELLING,41713.54292,6685.368961,10384.88226,1079.392625,1334.448149,5712.611782,Census Tract 316,9,64318,17.6,15.1,48.9,33.8,11.98501873,2.24719101
4466,MODELLING,44511.0143,9707.545798,8550.085965,1811.562827,1870.587902,3923.225527,Census Tract 315.01,27.2,83299,31.7,7.1,34.5,42,24.48210923,3.76647834
4467,MODELLING,13956.70266,1668.318678,2257.145843,858.0265941,69.64852476,3897.853885,Census Tract 160.02,59.8,120477,61.6,25.4,72.4,82.1,42.17687075,10.88435374
4468,MODELLING,15971.50269,4721.584351,6615.058594,473.5793335,1100.867848,5624.899461,Census Tract 169.01,7,82772,16.8,8.6,36.1,0.7,37.58020165,3.20806599
4469,MODELLING,4839.365538,3026.347922,1147.37775,515.7196192,932.2445474,2862.536391,Census Tract 14,66,246246,73.7,47.6,90.8,64.1,42.14559387,16.76245211
4470,MODELLING,65388.62342,30869.74443,15021.03724,3794.133211,1194.137637,165.2241433,Census Tract 356.01,35.5,147935,60,9.9,67.2,65.6,14.98929336,2.40899358
4471,MODELLING,20106.01212,9498.289117,10188.35301,1147.389103,300.152597,1179.363085,Census Tract 65,14.2,65081,23.3,9.6,64.1,1.3,27.05749718,4.22773393
4472,MODELLING,11552.54707,1231.944362,1840.239071,454.8130403,553.7618359,5110.718736,Census Tract 39.01,39.3,116531,45,27.2,70.9,62.8,33.56890459,2.3557126
4473,MODELLING,30387.70129,725.7654138,6212.787729,767.2402734,686.9201158,1238.699908,Census Tract 293,18.1,69615,6.9,21.4,45.3,24.6,21.12676056,2.72087068
4474,MODELLING,36769.75957,10193.69699,10908.65151,673.7979239,96.16246844,6694.078313,Census Tract 389,27.2,87010,42.1,20.9,44,7.1,7.46268657,0.93283582
4475,MODELLING,39833.12814,11367.34612,12181.7427,1705.773834,1168.350672,5890.36772,Census Tract 254,36.9,106874,48,16.9,71.2,11.6,6.59521847,0.20610058
4476,MODELLING,39541.44013,24025.15061,2838.526947,2256.386167,1731.740257,1640.944308,Census Tract 217,49.1,117416,50.1,14.5,78.6,80.3,6,2.66666667
4477,MODELLING,35389.86243,22336.74849,2661.911323,1999.738086,467.3721489,2837.93636,Census Tract 215,69.8,145885,64.4,34.8,80.9,70.2,11.1662531,4.03225806
4478,MODELLING,30787.03263,18840.55652,1796.308307,1283.099815,780.1893505,1865.834069,Census Tract 210,53.9,124557,64,24.1,88.6,81.4,13.0952381,2.67857143
4479,MODELLING,11929.61931,2425.050659,4713.799679,1162.40222,553.8881367,1247.843907,Census Tract 143,75,178046,77.3,38.9,86,82.1,25.29960053,4.32756325
4480,MODELLING,8561.167075,5599.42736,6914.203595,916.6245142,1362.309559,2157.414506,Census Tract 136.02,82.1,188796,74.4,37.3,88.6,73.2,14.53224342,4.08719346
4481,MODELLING,13805.06285,1091.200054,4122.554712,627.8028449,436.741729,2796.322784,Census Tract 39.02,33.1,105823,48.6,14.4,70.7,88.1,52.12121212,4.24242424
4482,MODELLING,31511.29023,2236.902689,8266.517906,1266.894647,1035.243316,3403.59396,Census Tract 294,0.5,34993,4.3,16.2,21.9,11.7,29.66841187,1.96335079
4483,MODELLING,37482.1298,14181.86896,9030.787931,1710.375568,1857.725206,2660.942441,Census Tract 237,58.9,168695,67,25.9,64.7,31.1,4.32900433,3.40136054
4484,MODELLING,32072.27496,1327.459611,7516.792692,1263.689903,208.4619273,3392.11744,Census Tract 300,16.8,64874,24.9,9.7,37.3,14.1,49.55752212,3.53982301
4485,MODELLING,47383.30221,28179.96953,7962.894954,1994.673602,271.5346836,839.0930478,Census Tract 384,51.3,148175,47.5,12,85.2,75.2,3.82409178,1.91204589
4486,MODELLING,41839.35553,25503.82737,5053.276665,1582.812174,593.8436186,840.0861283,Census Tract 218,55.2,95034,57.6,20.6,81.2,59,4.03225806,1.51209677
4487,MODELLING,33262.64655,22425.00981,5164.866444,1104.352661,188.1478817,497.7606321,Census Tract 214,72.1,169743,64.6,42.7,88.2,84.8,2.97029703,0.4950495
4488,MODELLING,35772.22754,22623.44271,2513.431113,2244.878762,849.424448,2901.814824,Census Tract 215,69.8,145885,64.4,34.8,80.9,70.2,11.1662531,4.03225806
4489,MODELLING,32202.41059,19757.00089,2419.775147,1902.002394,455.443026,2405.374796,Census Tract 213,53.4,139888,61.3,29.4,77.6,81.1,13.81909548,3.14070352
4490,MODELLING,22206.72758,5447.088994,10357.37102,1264.220203,803.988346,3016.584708,Census Tract 379,39.7,106486,45,16.7,65.9,90.8,31.52364273,5.25394046
4491,MODELLING,19322.81727,3918.837721,9169.793438,1073.804556,540.2741833,3640.366609,Census Tract 81.02,14.5,67386,21.1,14.9,42.7,16.8,16.79261125,1.67926113
4492,MODELLING,26302.36332,5983.057143,4605.656308,1382.646158,1934.423105,4843.834632,Census Tract 288,8.7,39976,24.3,9.7,34.9,6.3,19.7228145,1.19936034
4493,MODELLING,26221.06259,4488.768236,5488.77521,1122.222743,2057.278587,5983.92942,Census Tract 287,7.2,52231,3.4,16.5,31,1.3,26.19808307,2.07667732
4494,MODELLING,12731.1121,6918.64006,6770.093548,3285.912059,1747.184502,2965.287354,Census Tract 36,15.6,57174,33.7,4.3,36.8,17.3,14.0783106,1.75978883
4495,MODELLING,17623.99726,8556.323317,7809.78762,342.822841,1384.973947,3325.157802,Census Tract 70,11.1,52108,8.6,18.1,56.3,1.1,75.29411765,6.47058824
4496,MODELLING,31437.42009,1826.137135,6114.712985,1807.784929,46.48268194,824.0683268,Census Tract 98.02,32.1,81482,34.6,6.6,76.6,3.7,3.15789474,0.70175439
4497,MODELLING,10658.74678,6618.288306,5894.857349,1867.671524,352.7921851,3188.485577,Census Tract 33,30.1,73735,50.9,16.1,53.9,32.1,12.29508197,0.68306011
4498,MODELLING,9453.98292,6440.383065,4679.924369,2166.774046,730.2167321,2086.099392,Census Tract 33,30.1,73735,50.9,16.1,53.9,32.1,34.48275862,1.49925037
4499,MODELLING,8273.389429,2555.351888,2943.942991,936.3623266,245.7265628,5502.499588,Census Tract 31,46.6,105857,62.4,31.7,68.3,29.2,42.55319149,1.85013876
4500,MODELLING,3893.125738,1187.55884,2373.178801,563.898253,320.0321019,5753.411802,Census Tract 15,67.1,238155,75.3,39,89.5,66.3,33.21410322,15.96831886
4501,MODELLING,28187.48818,6438.02072,4038.705256,2191.075835,942.2252802,1297.510581,Census Tract 289.02,13.6,48101,19.2,5.5,30.9,7.1,12.48959201,1.8734388
4502,CHALLENGE,21595.0345,13761.63063,3848.912418,4565.919751,131.1525367,153.559574,Census Tract 122.04,45.1,91381,45.3,14.1,74.3,13.6,0.91785223,0.45892611
